j1, j2, j3, j4, j5, x, y, z, qx, qy, qz, qw
0.0,0.0,0.0,0.0,0.0,0.00110637,-0.00018559999999999996,0.726083,0.0,0.0,0.0,1.0
-0.7862829609100842,0.8238887610015981,0.685855069248366,-2.157543796424011,0.14491958816345107,-0.1396951515540707,-0.1378028635893181,0.6519320607899823,0.022469704080336547,-0.06249547376750658,-0.6349938505360896,0.7696572210656295
-1.2677160935797227,-0.974684741080202,-0.15111055315207222,-0.11592612224482934,-0.6756449767556436,0.12407623882938854,0.3774962021244169,0.5088830962445617,-0.40446500807138414,0.5465756850314245,0.38674815792166056,0.6229678483858107
0.8573756962562515,0.44143876114852354,-0.08285768298503093,1.442098419962928,-1.0012168021832273,-0.1085793131504009,0.19249266163331108,0.6471284110689384,-0.34053319918728187,0.35197255992041876,0.1307431247244246,0.862008522377613
-1.4556460554399504,0.6667052846997583,0.16439100003531948,-1.3706956131738388,0.3096075918398955,-0.04286871005363587,-0.26701030063496367,0.641702916853601,0.24879410409408267,-0.1880706656207099,0.0025346147128258814,0.9501181475107522
-1.0336715517747517,-0.20079511933953564,-0.7830319032134074,-2.191873113808723,-1.2480878022059194,-0.018799916948745415,-0.11763693918332088,0.6302243708061579,0.5402080462846551,0.47715722962057605,-0.2580171477391616,0.6433687872617699
1.286512922394325,-0.8067501643768997,0.993676244987205,2.0652007974701148,0.1501249702952192,0.11098836117592242,-0.41078806529134715,0.32120299550659054,0.7942192353724243,-0.12688921190581479,0.1763077504823566,0.5674773221779121
-0.8755703193621257,-0.0677484876622012,-0.4355350135448137,0.0002790400277690175,-1.391778892244834,-0.012786823978088398,-0.01646211537969957,0.6840999624022697,-0.20638649268571022,0.44411907001617984,0.3698637486957147,0.7895338337814334
1.190138447666456,0.20495013895186687,-0.6037436473352653,0.941453650888457,0.6920269509405235,-0.11664882316051817,0.22385591988664394,0.614285732470149,-0.3640363526739867,-0.4873064824491704,0.00994902015514347,0.7936692907583044
-0.1698065638362507,0.39110986850445695,-0.4755138553351559,-3.021138460464854,-1.5987003680815972,-0.27965585488379735,-0.057514846870470274,0.5371912753421741,0.9365533739615668,0.09911320478860607,-0.3255265261023734,0.08412390362707979
1.317368982259901,-0.2611347187197717,0.7122199194211072,-1.8832574744164337,-0.1437843739364153,0.05924067330967862,-0.275088259213976,0.599540433874552,0.06619272290248762,-0.44589094450993877,0.8907213050195821,0.05844096014784322
-0.09431920433355279,0.2844819387179409,0.4822277706566094,0.4475241238645169,-1.6028936340054836,0.022953928086695875,0.024228792220397453,0.6478292928263656,-0.17740445283176534,0.7567767350739426,0.19784683524933838,0.5972212849087907
-1.3086891118973039,-0.4803317735634711,0.31843565082249925,2.9192310603146945,-1.0579405956105314,0.058744873977321206,0.2383758685174106,0.6317673925750718,0.1555481338265216,0.007900812282219404,-0.8225495025595883,0.5469503369295436
-0.1926174987172462,0.3868814598157726,0.19357215885540646,1.588074824201275,1.5409063464932564,-0.1161072563896214,-0.0773756197208409,0.6564964169012282,0.49346991934551804,-0.4903429897881939,0.5981426510996674,0.3978398672860286
-1.5476958126774512,0.5246083823037788,-0.5680190454909055,1.0186759809055692,-1.6486956293914052,-0.0497895441351146,-0.2914271229244565,0.543246031901055,-0.5090166443102082,-0.16152126299968605,0.6562802790306903,0.5330188859407899
0.19379130720946947,-0.6564826724780712,-0.19496716646440237,-0.8106280211049204,-0.25547294463288095,0.25864348100928597,-0.06323926233440841,0.6449727635492346,-0.008602998105238239,0.32486127735109005,-0.4736423569681949,0.8185682968372477
-0.5376756924009971,-0.9579094816111273,0.6013542739030597,2.412364440623527,0.16082980682644177,0.394926279180306,0.22503305039076396,0.3584148885691773,0.6230482899612881,0.40758516312398857,0.6599049100935973,0.10104787386119292
-0.04765674293028388,-0.22592174365950024,-0.6836062104180616,1.7287928376089026,1.9654501568604417,-0.03414144933696205,-0.05206156655381409,0.632303740608402,-0.5338531388453478,0.5962772834094533,-0.5596860647093634,-0.21495519627345247
0.23281011747935643,0.9733326078128186,-0.8994112674023036,-0.21355884022595495,-0.2140188954840041,-0.4360462668421619,0.10161463410830122,0.28528019176880987,0.004226751295681637,-0.7390480054141445,-0.13123082382343834,0.6607334191226298
-0.8580220502947766,-0.9036922427133991,-0.4283259157630941,-1.6602238089679804,-0.5187894272691578,0.21590712658217398,0.20250224568600983,0.6057366819282377,-0.11854216579640557,0.29988117508766005,-0.424082365993357,0.8462701593520937
-1.3254910794479402,-0.2884668153833616,-0.6021874287475593,0.16189952778610373,1.489799842178583,-0.0052002919807690295,-0.05843018458285498,0.6446120137170959,-0.5155251971420094,0.5899645436543219,-0.43284572114573927,-0.44589257678084854
0.964120971936504,-0.5150257329124304,-0.03627144311789743,2.968565500324429,-0.5838104684716363,0.11696716096766864,-0.16584404664221153,0.6725360697695442,-0.025639607603262136,0.06339537292067661,0.8469581884734703,0.5272432685126834
-0.026095913621061895,0.8458946519872725,0.28919711503329504,2.5231584398296087,-1.1132834453642895,-0.32902606096438963,0.01630946959293416,0.5620053190122336,0.7067660867348952,-0.07605543778932085,-0.6433738972206895,-0.2841958785752868
1.479132840951268,-0.20942335261891665,-0.15399736604063485,-3.0970554680650317,-1.1306811476931058,-0.004237004017294989,-0.010486660649551758,0.6921576970236925,-0.3855947860478456,0.33719794336161313,0.6469804290791995,0.564827878520448
0.3213002586864586,-0.613173328317369,-0.9568118802479901,0.7683220967516151,-0.8660623212466949,0.07262487009299962,0.005143791707429211,0.6613156990616706,-0.1715592856951873,0.2708937974563445,0.16106418080307197,0.9334036059785036
0.6626213023147027,-0.976696872593249,-0.48882268381390204,-0.9794240823087903,0.5005254646417043,0.24657916128475446,-0.16973923912297217,0.5984069159305012,-0.21305231803046548,0.06768169229425686,-0.6785545612331879,0.6997082290066817
-1.4646602233872772,-0.1947029747762543,-0.29526970725076107,1.6269941384396898,-0.08949617766830453,-0.002442476921697569,0.011730586102201322,0.7201940691136621,-0.04810383772066221,-0.04921061260254367,0.9972588047363106,0.027188467770945246
-1.5183462499471643,0.8576239188215169,-0.409695701117724,-2.4143803107142636,-0.24204424765818322,-0.010249736471344134,-0.4312540242860204,0.44605248526493646,0.5853783371239764,0.3130315686408943,-0.2808847032013053,0.6931430032595756
-0.5832304700018697,-0.5156710214604452,-0.057254598926459455,1.7430390584468043,-1.2357366291410412,0.14521499498143722,0.15059331117829972,0.6412468052960336,-0.4151124660605832,0.3793286207066054,0.8011795503715725,0.2047016514352792
-0.8025421999336582,-0.28530275995181253,0.41903272903075206,0.6082006873272889,-0.8687945027076753,0.15862741909958805,0.19544174452605367,0.6159214713660082,-0.2845410453248545,0.6127529813404123,0.5383020212370632,0.5037867716762404
-0.8189596181416138,0.11172894510302323,-0.9978833913596497,1.7012680162673224,1.5429560727065872,-0.11534100381584261,-0.20179891889040197,0.5550517272163229,0.40203032857870713,-0.5237427699016535,0.736751511047996,-0.14581610626791203
-0.2573445445852167,0.6971097947945295,-0.9844175886049,-2.0005882912505175,1.2757413371240003,-0.38141916454587166,-0.056144792472732324,0.3947761329734884,-0.23563142073875906,0.5121993145987027,0.8112536894433248,-0.15491012571761284
